pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,bibtex_ref_o,bibtex_ref_r,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
7f940dac886467037a49e4182325037d,10.1037//0278-7393.17.2.288,Recognition failure of prose-embedded words.,"The purpose of the present study was developed into 3 parts :(a) to replicate and extend the study by Nilsson et al.; (b)to explore a set of variables that is assumed to affect the degree of semantic as opposed to episodic involvement at retrieval and (c) to pit a retrieval independence view of recognition failure that is supposed to account for the results under standard procedure against a semantic, schema-based hypothesis (Jones 1983)under conditions both different from and similar to a standard procedure",1991.0,Jer­ker Rönnberg; Björn Lyxell; Stefan Samuelsson; Karin Erngrund; et al.,Journal of Experimental Psychology Learning Memory and Cognition,https://doi.org/10.1037//0278-7393.17.2.288,https://openalex.org/W2057481785,openalex,Rönnberg · 1991 · Journal of Experimental Psychology Learning Memory and Cognition,replication,rule_based,phrase:replicate and extend; cite:Jones 1983,high,single_original,low,10.1098/rstb.1983.0061,Structure of the recall process,1983.0,"Jones, G.","Jones, G. (1983). Structure of the recall process. Philosophical transactions of the Royal Society of London. Series B, Biological sciences, 302(1110), 373–385. https://doi.org/10.1098/rstb.1983.0061","@article{Jones_1983, title={Structure of the recall process}, author={Jones, G.}, journal={Philosophical transactions of the Royal Society of London. Series B, Biological sciences}, volume={302}, number={1110}, pages={373--385}, year={1983}, doi={10.1098/rstb.1983.0061}, url={https://doi.org/10.1098/rstb.1983.0061}}","@article{JerkerRnnberg_1991, title={Recognition failure of prose-embedded words.}, author={Jer­ker Rönnberg and Björn Lyxell and Stefan Samuelsson and Karin Erngrund and et al.}, journal={Journal of Experimental Psychology Learning Memory and Cognition}, year={1991}, doi={10.1037//0278-7393.17.2.288}, url={https://doi.org/10.1037//0278-7393.17.2.288}}",author_year_match,,high,,verified,cannot_be_determined,"The purpose of the present study was developed into 3 parts... (c) to pit a retrieval independence view of recognition failure that is supposed to account for the results under standard procedure against a semantic, schema-based hypothesis (Jones 1983)under conditions both different from and similar to a standard procedure",high,abstract,The abstract explicitly states the intent to test Jones's (1983) hypothesis but does not provide the results or findings of that test.,replication,1,1
b93e862131e9009f3e3936a4ccd7f8bb,10.1002/1097-4679(199111)47:6<840::aid-jclp2270470615>3.0.co;2-#,Evaluation of A predoctoral clinical psychology internship program by intern graduates,"This investigation is a replication and extension of an earlier study by Stout, Holmes, and Rothstein (1977) of the predoctoral clinical psychology intern graduates at the William S. Hall Psychiatric Institute. The interns were surveyed (N = 63) with regard to how adequately their internship experience prepared them for their current professional work as practicing clinical psychologists. Questionnaire data (n = 44) from graduates are analyzed in terms of the demographics of each intern's work situation, ratings of how well their internship prepared them in the areas of interprofessional relationships, teaching psychodiagnostic evaluations, psychological treatment, administration, consultation, and research. Several recommendations are offered by the intern graduates for refinement of the clinical psychology internship.",1991.0,George R. Holmes; Donna Cook; William Rothstein,Journal of Clinical Psychology,https://doi.org/10.1002/1097-4679(199111)47:6<840::aid-jclp2270470615>3.0.co;2-#,https://openalex.org/W4301332383,openalex,Holmes · 1991 · Journal of Clinical Psychology,replication,rule_based,"phrase:replication and extension; cite:Stout, Holmes, and Rothstein (1977)",high,single_original,low,10.2466/pms.1977.45.3.863,Responses by Graduates to Memory of Their Internship in Clinical Psychology,1977.0,"Stout, A. L.; Holmes, G. R.; Rothstein, W.","Stout, A. L., Holmes, G. R., & Rothstein, W. (1977). Responses by Graduates to Memory of Their Internship in Clinical Psychology. Perceptual and Motor Skills, 45(3), 863–870. https://doi.org/10.2466/pms.1977.45.3.863","@article{Stout_1977, title={Responses by Graduates to Memory of Their Internship in Clinical Psychology}, author={Stout, A. L. and Holmes, G. R. and Rothstein, W.}, journal={Perceptual and Motor Skills}, volume={45}, number={3}, pages={863--870}, year={1977}, doi={10.2466/pms.1977.45.3.863}, url={https://doi.org/10.2466/pms.1977.45.3.863}}","@article{GeorgeRHolmes_1991, title={Evaluation of A predoctoral clinical psychology internship program by intern graduates}, author={George R. Holmes and Donna Cook and William Rothstein}, journal={Journal of Clinical Psychology}, year={1991}, doi={10.1002/1097-4679(199111)47:6<840::aid-jclp2270470615>3.0.co;2-#}, url={https://doi.org/10.1002/1097-4679(199111)47:6<840::aid-jclp2270470615>3.0.co;2-#}}",author_year_match,,high,,verified,cannot_be_determined,"This investigation is a replication and extension of an earlier study by Stout, Holmes, and Rothstein (1977) of the predoctoral clinical psychology intern graduates at the William S. Hall Psychiatric Institute. The interns were surveyed (N = 63) with regard to how adequately their internship experience prepared them for their current professional work as practicing clinical psychologists.",high,abstract,"The abstract explicitly frames the work as a replication and describes methods and analysis but does not state whether the original findings were confirmed, contradicted, or partially replicated, so the replication outcome cannot be determined from the provided text.",replication,1,1
9820320bfb6e6bcbc29791b67c9cc9d8,10.1177/003368829302400204,Culture and Learning: A Study of the learning style preferences of Japanese Students,"Following a brief review of recent research on learning styles and the learning experiences of Japanese students, this article describes a replication of a study by Reid (1987) of learning style preferences of ESL learners in the US. A questionnaire asking students to identify their perceptual learning preferences was administered in either Japanese or English to 440 students at 8 Universities in Japan and to Japanese students at a tertiary college in New Zealand. Statistical analysis shows that variables such as sex, college level, years of English study, number of semesters with a foreign teacher and study overseas are all related to learning style differences. Japanese students appear to exhibit no major learning style but have multiple minor learning styles. The study concludes by discussing the implications of the results for TESOL teachers working with Japanese students.",1993.0,Ken Hyland,RELC Journal,https://doi.org/10.1177/003368829302400204,https://openalex.org/W2015487799,openalex,Hyland · 1993 · RELC Journal,replication,rule_based,phrase:replication of; cite:Reid (1987),high,single_original,low,10.2307/3586356,The Learning Style Preferences of ESL Students,1987.0,"Reid, J.","Reid, J. (1987). The Learning Style Preferences of ESL Students. TESOL Quarterly, 21(1), 87–87. https://doi.org/10.2307/3586356","@article{Reid_1987, title={The Learning Style Preferences of ESL Students}, author={Reid, J.}, journal={TESOL Quarterly}, volume={21}, number={1}, pages={87--87}, year={1987}, doi={10.2307/3586356}, url={https://doi.org/10.2307/3586356}}","@article{KenHyland_1993, title={Culture and Learning: A Study of the learning style preferences of Japanese Students}, author={Ken Hyland}, journal={RELC Journal}, year={1993}, doi={10.1177/003368829302400204}, url={https://doi.org/10.1177/003368829302400204}}",author_year_match,,high,,verified,cannot_be_determined,Japanese students appear to exhibit no major learning style but have multiple minor learning styles. The study concludes by discussing the implications of the results for TESOL teachers working with Japanese students.,high,abstract,"The abstract reports the findings of the replication study but does not explicitly state whether these findings confirm or contradict the original study's results, matching the criteria for cannot_be_determined.",replication,1,1
2245ec37e261304887dcb436f379784a,10.1111/j.1471-6402.1993.tb00442.x,Gender Identity and Adversarial Sexual Beliefs as Predictors of Attitudes Toward Sexual Harassment,The present study replicates the work of Konrad and Gutek (1986) within a college sample and extends their work by examining the impact of gender identity and adversarial sexual beliefs as predictors of attitudes toward sexual harassment. One hundred seven college students indicated specific aspects of their direct experiences with sexual harassment and then completed several attitudinal measures. Endorsement of adversarial sexual beliefs and experience with sexual harassment significantly predicted negative (less tolerant) attitudes toward sexual harassment for male respondents. Strong gender group identity and the endorsement of adversarial sexual beliefs significantly predicted negative (less tolerant) attitudes toward sexual harassment for female students. Implications for the focus of intervention strategies within an academic environment are discussed.,1993.0,Audrey J. Murrell; Beth Dietz‐Uhler,Psychology of Women Quarterly,https://doi.org/10.1111/j.1471-6402.1993.tb00442.x,https://openalex.org/W2055190082,openalex,Murrell · 1993 · Psychology of Women Quarterly,replication,rule_based,phrase:study replicates; cite:Konrad and Gutek (1986),high,single_original,low,10.2307/2392831,Impact of Work Experiences on Attitudes Toward Sexual Harassment,1986.0,"Konrad, A. M.; Gutek, B. A.","Konrad, A. M., & Gutek, B. A. (1986). Impact of Work Experiences on Attitudes Toward Sexual Harassment. Administrative Science Quarterly, 31(3), 422–422. https://doi.org/10.2307/2392831","@article{Konrad_1986, title={Impact of Work Experiences on Attitudes Toward Sexual Harassment}, author={Konrad, A. M. and Gutek, B. A.}, journal={Administrative Science Quarterly}, volume={31}, number={3}, pages={422--422}, year={1986}, doi={10.2307/2392831}, url={https://doi.org/10.2307/2392831}}","@article{AudreyJMurrell_1993, title={Gender Identity and Adversarial Sexual Beliefs as Predictors of Attitudes Toward Sexual Harassment}, author={Audrey J. Murrell and Beth Dietz‐Uhler}, journal={Psychology of Women Quarterly}, year={1993}, doi={10.1111/j.1471-6402.1993.tb00442.x}, url={https://doi.org/10.1111/j.1471-6402.1993.tb00442.x}}",author_year_match,,high,,verified,cannot_be_determined,The present study replicates the work of Konrad and Gutek (1986) within a college sample and extends their work by examining the impact of gender identity and adversarial sexual beliefs as predictors of attitudes toward sexual harassment. Endorsement of adversarial sexual beliefs and experience with sexual harassment significantly predicted negative (less tolerant) attitudes toward sexual harassment for male respondents.,medium,abstract,"The abstract identifies the study as a replication and reports its own findings, but it does not explicitly state whether these results confirm or contradict the original findings of Konrad and Gutek (1986).",replication,1,1
67dbbca0bab53cd66c7d824a1e974e03,10.1044/jshr.3606.1145,Symmetry of Mandibular Muscle Activity as an Index of Coordinative Strategy,"Electromyographic activity of bilateral mandibular muscle pairs in humans was studied during several tasks: mastication, voluntary oscillation of the jaw, and speech production, as a replication and extension of an earlier investigation by Moore, Smith, and Ringel (1988). The synchrony of activity within and across these paired muscles (masseter, medial pterygoid, and the anterior belly of the digastric) was evaluated by statistical comparison of zero-lag cross-correlation coefficients between all possible pairs. Paired comparisons were classified and combined according to anatomical and biomechanical properties into comparisons of homologous pairs (e.g., synchrony of activity in right masseter with left masseter), ipsilateral synergists (e.g., right masseter with right medial pterygoid), contralateral synergists (e.g., right masseter with left medial pterygoid), ipsilateral antagonists (e.g., right masseter with right digastric), and contralateral antagonists (e.g., right masseter with left digastric). Statistical comparison of the coactivation within muscle groups (across tasks) and across these muscle groups (within tasks) revealed significantly different groups of coactivated groups for each of the three tasks studied. The grouping of these muscles into coactivated groups always included homologous pairs among those most synchronously active. During mastication, homologous pairs and ipsilateral synergists were coactivated to a degree significantly greater than either of the antagonistic groups or the contralateral synergists. During voluntary oscillation of the jaw, coactive muscle groups were shown to be primarily the homologous pairs; synergists were coactivated to a significantly lesser degree, and antagonistic muscles were reciprocally active. During speech production, only homologous pairs emerged as a highly coactive group, although synergists and antagonistic pairs were coactive to a lesser degree. This finding was interpreted as a further indication of the coordinative plasticity among mandibular muscles, and as a demonstration of the vast differences in the apparent coordinative strategies for speech and nonspeech tasks. Speculation regarding the root of these differences is focused on the differences in kinematic and force-generating requirements of each task.",1993.0,Christopher A. Moore,Journal of Speech Language and Hearing Research,https://doi.org/10.1044/jshr.3606.1145,https://openalex.org/W2094707052,openalex,Moore · 1993 · Journal of Speech Language and Hearing Research,replication,rule_based,"phrase:replication and extension; cite:Moore, Smith, and Ringel (1988)",high,single_original,low,10.1044/jshr.3104.670,Task-Specific Organization of Activity in Human Jaw Muscles,1988.0,"Moore, C. A.; Smith, A.; Ringel, R. L.","Moore, C. A., Smith, A., & Ringel, R. L. (1988). Task-Specific Organization of Activity in Human Jaw Muscles. Journal of Speech Language and Hearing Research, 31(4), 670–680. https://doi.org/10.1044/jshr.3104.670","@article{Moore_1988, title={Task-Specific Organization of Activity in Human Jaw Muscles}, author={Moore, C. A. and Smith, A. and Ringel, R. L.}, journal={Journal of Speech Language and Hearing Research}, volume={31}, number={4}, pages={670--680}, year={1988}, doi={10.1044/jshr.3104.670}, url={https://doi.org/10.1044/jshr.3104.670}}","@article{ChristopherAMoore_1993, title={Symmetry of Mandibular Muscle Activity as an Index of Coordinative Strategy}, author={Christopher A. Moore}, journal={Journal of Speech Language and Hearing Research}, year={1993}, doi={10.1044/jshr.3606.1145}, url={https://doi.org/10.1044/jshr.3606.1145}}",author_year_match,,high,,verified,cannot_be_determined,"Electromyographic activity of bilateral mandibular muscle pairs in humans was studied during several tasks: mastication, voluntary oscillation of the jaw, and speech production, as a replication and extension of an earlier investigation by Moore, Smith, and Ringel (1988). The synchrony of activity within and across these paired muscles (masseter, medial pterygoid, and the anterior belly of the digastric) was evaluated by statistical comparison of zero-lag cross-correlation coefficients between all possible pairs.",high,abstract,"The abstract explicitly states this is a replication/extension and describes the methods, but provides no results or statements indicating whether the original findings were confirmed, contradicted, or partially replicated.",replication,1,1
03745a2cdc2fe761d66b0678c24dce5d,10.2466/pr0.1995.77.1.179,"Time Pressure, Type a Syndrome, and Organizational Citizenship Behavior: A Field Study Replication of Hui, Organ, and Crooker (1994)","A field study of 182 university students in their residences tested the relationships among subjective time pressure, Type A scores, and organizational citizenship behavior. Perceived time pressure did not inhibit any form of citizenship behavior. Scores on the Achievement-Striving dimension of the Type A measure were positively related to the impersonal form of citizenship behavior as well as perceived time pressure and grade point average.",1995.0,Dennis W. Organ; Chun Hui,Psychological Reports,https://doi.org/10.2466/pr0.1995.77.1.179,https://openalex.org/W1974913147,openalex,Organ · 1995 · Psychological Reports,replication,rule_based,"phrase:replication of; cite:Hui, Organ, and Crooker (1994)",high,single_original,low,10.2466/pr0.1994.75.1.199,"Time Pressure, Type a Syndrome, and Organizational Citizenship Behavior: A Laboratory Experiment",1994.0,"Hui, C.; Organ, D. W.; Crooker, K. J.","Hui, C., Organ, D. W., & Crooker, K. J. (1994). Time Pressure, Type a Syndrome, and Organizational Citizenship Behavior: A Laboratory Experiment. Psychological Reports, 75(1), 199–208. https://doi.org/10.2466/pr0.1994.75.1.199","@article{Hui_1994, title={Time Pressure, Type a Syndrome, and Organizational Citizenship Behavior: A Laboratory Experiment}, author={Hui, C. and Organ, D. W. and Crooker, K. J.}, journal={Psychological Reports}, volume={75}, number={1}, pages={199--208}, year={1994}, doi={10.2466/pr0.1994.75.1.199}, url={https://doi.org/10.2466/pr0.1994.75.1.199}}","@article{DennisWOrgan_1995, title={Time Pressure, Type a Syndrome, and Organizational Citizenship Behavior: A Field Study Replication of Hui, Organ, and Crooker (1994)}, author={Dennis W. Organ and Chun Hui}, journal={Psychological Reports}, year={1995}, doi={10.2466/pr0.1995.77.1.179}, url={https://doi.org/10.2466/pr0.1995.77.1.179}}",author_year_match,,high,,verified,cannot_be_determined,Perceived time pressure did not inhibit any form of citizenship behavior. Scores on the Achievement-Striving dimension of the Type A measure were positively related to the impersonal form of citizenship behavior as well as perceived time pressure and grade point average.,high,abstract,"The abstract reports the replication study's findings but does not explicitly state whether these results confirm, contradict, or partially support the original Hui et al. (1994) findings, so the replication outcome cannot be determined from the provided text.",replication,1,1
abedf976f91da27592b04d3e069c4675,10.1080/00207284.1998.11491538,The Rationale and Foundations Of Group Psychotherapy for Women with Metastatic Breast Cancer,"Group psychotherapy has become an important modality of intervention in contemporary psychooncology. This article reviews and describes the rationale and foundations for group psychotherapy for women with metastatic breast cancer. It emerges from a replication study of an earlier study performed by Spiegel (Spiegel, Bloom, Kraemer & Gottheil, 1989), which demonstrated that participation in structured group psychotherapy resulted in improved psychosocial adjustment and a significant survival effect on women with metastatic breast cancer. Other intervention studies, psychosocial effects of psychosocial interventions, as well as psychosocial variables associated with the course of illness, are described. The contribution of existential considerations in psychotherapy is also articulated as a component of the group-supportive expressive intervention. Clinical illustrations, emerging from ongoing treatment groups, are used to demonstrate theoretical concepts.",1998.0,Molyn Leszcz; Pamela J. Goodwin,International Journal of Group Psychotherapy,https://doi.org/10.1080/00207284.1998.11491538,https://openalex.org/W2430893194,openalex,Leszcz · 1998 · International Journal of Group Psychotherapy,replication,rule_based,"phrase:replication study of; cite:Spiegel, Bloom, Kraemer & Gottheil, 1989",high,single_original,low,10.1016/s0140-6736(89)91551-1,EFFECT OF PSYCHOSOCIAL TREATMENT ON SURVIVAL OF PATIENTS WITH METASTATIC BREAST CANCER,1989.0,"Spiegel, D.; Kraemer, H. C.; Bloom, JoanR.; Gottheil, E.","Spiegel, D., Kraemer, H. C., Bloom, JoanR., & Gottheil, E. (1989). EFFECT OF PSYCHOSOCIAL TREATMENT ON SURVIVAL OF PATIENTS WITH METASTATIC BREAST CANCER. The Lancet, 334(8668), 888–891. https://doi.org/10.1016/s0140-6736(89)91551-1","@article{Spiegel_1989, title={EFFECT OF PSYCHOSOCIAL TREATMENT ON SURVIVAL OF PATIENTS WITH METASTATIC BREAST CANCER}, author={Spiegel, D. and Kraemer, H. C. and Bloom, JoanR. and Gottheil, E.}, journal={The Lancet}, volume={334}, number={8668}, pages={888--891}, year={1989}, doi={10.1016/s0140-6736(89)91551-1}, url={https://doi.org/10.1016/s0140-6736(89)91551-1}}","@article{MolynLeszcz_1998, title={The Rationale and Foundations Of Group Psychotherapy for Women with Metastatic Breast Cancer}, author={Molyn Leszcz and Pamela J. Goodwin}, journal={International Journal of Group Psychotherapy}, year={1998}, doi={10.1080/00207284.1998.11491538}, url={https://doi.org/10.1080/00207284.1998.11491538}}",author_year_match,,high,,verified,cannot_be_determined,"This article reviews and describes the rationale and foundations for group psychotherapy for women with metastatic breast cancer. It emerges from a replication study of an earlier study performed by Spiegel (Spiegel, Bloom, Kraemer & Gottheil, 1989), which demonstrated that participation in structured group psychotherapy resulted in improved psychosocial adjustment and a significant survival effect on women with metastatic breast cancer.",high,abstract,"The abstract explicitly states the paper 'emerges from a replication study' of the named original but does not state whether the replication confirmed, contradicted, or partially supported the original survival and psychosocial findings, so the outcome cannot be determined from the available text.",replication,1,1
c50f83abaf5783e7b6a464b37ea921ba,10.1080/03796205.1998.12129124,A Comparison of EPS and EVA as Explanatory Variables for Share Price,"This paper compares the explanatory power of earnings per share (EPS) and economic value added (EVA) in explaining share prices. We follow a procedure developed by Demsetz (1995) in which he estimates multiple linear regressions with share price as the dependent variable and contemporaneous EPS, leading EPS and lagged EPS as explanatory variables. We replicate this study using South African EPS data, and then repeat the calculations using South African EVA data as the explanatory variables. We find that EPS has more explanatory power than EVA in explaining share prices. The benefit of using EVA instead of EPS in share analysis is therefore not evident from our analysis.",1998.0,Johann U. de Villiers; Christo Auret,Studies in Economics and Econometrics,https://doi.org/10.1080/03796205.1998.12129124,https://openalex.org/W4210810969,openalex,Villiers · 1998 · Studies in Economics and Econometrics,replication,both,phrase:we replicate; no same-sentence cite | llm:We replicate this study using South African EPS data,high,single_original,low,10.1017/cbo9780511582356.006,Fifth commentary: The use and abuse of accounting profit data,1995.0,"Demsetz, H.","Demsetz, H. (1995). Fifth commentary: The use and abuse of accounting profit data. Cambridge University Press eBooks, 92–109. https://doi.org/10.1017/cbo9780511582356.006","@article{Demsetz_1995, title={Fifth commentary: The use and abuse of accounting profit data}, author={Demsetz, H.}, journal={Cambridge University Press eBooks}, pages={92--109}, year={1995}, doi={10.1017/cbo9780511582356.006}, url={https://doi.org/10.1017/cbo9780511582356.006}}","@article{JohannUdeVilliers_1998, title={A Comparison of EPS and EVA as Explanatory Variables for Share Price}, author={Johann U. de Villiers and Christo Auret}, journal={Studies in Economics and Econometrics}, year={1998}, doi={10.1080/03796205.1998.12129124}, url={https://doi.org/10.1080/03796205.1998.12129124}}",author_year_match,,high,,verified,cannot_be_determined,"We replicate this study using South African EPS data, and then repeat the calculations using South African EVA data as the explanatory variables. We find that EPS has more explanatory power than EVA in explaining share prices. The benefit of using EVA instead of EPS in share analysis is therefore not evident from our analysis.",high,abstract,"The abstract clearly describes a replication attempt and reports that EPS explains share prices better than EVA, but it does not state whether this result confirms, contradicts, or partially replicates the specific findings of Demsetz (1995), so the replication outcome relative to the original cannot be determined from the text provided.",replication,1,1
53ca588f3e354d47a169e45775c0e1ab,10.2307/2991740,State and National Factors in Gubernatorial and Senatorial Elections: A Rejoinder,"In their reply, Atkeson and Partin (1998) take issue with our replication and extension of their original paper (Carsey and Wright 1998) on three fronts. First, they claim that we overemphasize and possibly misinterpret the nature of the bias in reported voting behavior in the American National Election Study (ANES) series regarding subpresidential elections. Second, they claim our inclusion of state dummy variables mistakenly swamps important substantive findings. Third, they suggest that their findings are more generalizable because the ANES covers more elections than the exit polls cover in 1986 and 1990.",1998.0,Thomas M. Carsey; Gerald Wright,American Journal of Political Science,https://doi.org/10.2307/2991740,https://openalex.org/W2329211161,openalex,Carsey · 1998 · American Journal of Political Science,replication,rule_based,phrase:replication and extension; cite:Atkeson and Partin (1998),high,single_original,low,10.2307/2991738,State and National Factors in Gubernatorial and Senatorial Elections,1998.0,"Carsey, T. M.; Wright, G.","Carsey, T. M., & Wright, G. (1998). State and National Factors in Gubernatorial and Senatorial Elections. American Journal of Political Science, 42(3), 994–994. https://doi.org/10.2307/2991738","@article{Carsey_1998, title={State and National Factors in Gubernatorial and Senatorial Elections}, author={Carsey, T. M. and Wright, G.}, journal={American Journal of Political Science}, volume={42}, number={3}, pages={994--994}, year={1998}, doi={10.2307/2991738}, url={https://doi.org/10.2307/2991738}}","@article{ThomasMCarsey_1998, title={State and National Factors in Gubernatorial and Senatorial Elections: A Rejoinder}, author={Thomas M. Carsey and Gerald Wright}, journal={American Journal of Political Science}, year={1998}, doi={10.2307/2991740}, url={https://doi.org/10.2307/2991740}}",author_year_match,,high,,verified,cannot_be_determined,"In their reply, Atkeson and Partin (1998) take issue with our replication and extension of their original paper (Carsey and Wright 1998) on three fronts. First, they claim that we overemphasize and possibly misinterpret the nature of the bias in reported voting behavior in the American National Election Study (ANES) series regarding subpresidential elections.",high,abstract,The abstract summarizes the methodological critiques made by the original authors against a replication attempt but does not state the results of the rejoinder's defense or whether the replication's findings were ultimately upheld.,replication,1,1
feb5829f7360439879cbb8c6ef04cb10,10.3386/w6660,Some Costs and Benefits of Price Stability in the United Kingdom,"In a previous attempt to articulate the costs of inflation (Leigh-Pemberton (1992)), the Bank of England outlined the following costs of a fully-anticipated inflation: - the cost of economising on real money balances -- so-called shoe-leather' effects; - the costs of operating a less-than-perfectly indexed tax system; - the costs of front-end loading' of nominal debt contracts; - the cost of constantly revising price lists -- so called menu costs' Feldstein (1996) quantified the first two of these costs when moving from 2% inflation to price stability in the U.S. Feldstein concluded that the permanent welfare gains through these two channels -- suitably discounted -- alone exceeded the transient costs of doing so. This paper aims to replicate Feldstein's analysis for the U.K. Welfare effects are quantified using deadweight loss analysis familiar from public finance economics. Because inflation exacerbates tax distortions that exist even without inflation, the welfare costs are trapezoids rather than the usual triangles, or, alternatively, first-order rather than second-order losses. We find that the welfare gains from moving to price stability through the two channels identified above are lower in",1998.0,Hasan Bakhshi; Andrew Haldane; Neal Hatch,National Bureau of Economic Research,http://doi.org/10.3386/w6660,https://openalex.org/W2099281508,openalex,Bakhshi · 1998 · National Bureau of Economic Research,replication,both,phrase:aims to replicate; no same-sentence cite | llm:This paper aims to replicate Feldstein's analysis for the U.K.,high,single_original,low,10.3386/w5281,Would Privatizing Social Security Raise Economic Welfare?,1995.0,"Feldstein, M.","Feldstein, M. (1995). Would Privatizing Social Security Raise Economic Welfare?. National Bureau of Economic Research. https://doi.org/10.3386/w5281","@article{Feldstein_1995, title={Would Privatizing Social Security Raise Economic Welfare?}, author={Feldstein, M.}, journal={National Bureau of Economic Research}, year={1995}, doi={10.3386/w5281}, url={https://doi.org/10.3386/w5281}}","@article{HasanBakhshi_1998, title={Some Costs and Benefits of Price Stability in the United Kingdom}, author={Hasan Bakhshi and Andrew Haldane and Neal Hatch}, journal={National Bureau of Economic Research}, year={1998}, doi={10.3386/w6660}, url={https://doi.org/10.3386/w6660}}",author_year_match,,high,,verified,cannot_be_determined,Feldstein (1996) quantified the first two of these costs when moving from 2% inflation to price stability in the U.S. Feldstein concluded that the permanent welfare gains through these two channels -- suitably discounted -- alone exceeded the transient costs of doing so. This paper aims to replicate Feldstein's analysis for the U.K. Welfare effects are quantified using deadweight loss analysis familiar from public finance economics.,high,abstract,"The abstract explicitly states the paper aims to replicate Feldstein's analysis for the U.K. but does not report whether the original findings were confirmed, contradicted, or partially supported, so the replication outcome cannot be determined from the provided text.",replication,1,1
4ad14b5bc7167c3588712dcc4fa784c2,10.1002/hipo.10079,Longitudinal axis of the hippocampus: Both septal and temporal poles of the hippocampus support water maze spatial learning depending on the training protocol,"It has been suggested previously that 30% sparing of the hippocampus is enough to support spatial learning of a reference memory task in a water maze provided the spared tissue is located septally (Moser et al. 1995, Proc Natl Acad Sci USA 92:9697-9701). Therefore, the temporal hippocampus may not be involved in spatial memory. Place cells are also found in this part of the structure, and it has been suggested that these place cells have larger, less well-tuned place fields than are found in the septal hippocampus. We tested the possibility that the temporal hippocampus might be involved in spatial learning when the animals are required to distinguish between different contexts. Experiment 1 was a replication of the findings reported by Moser et al., using their protocol (8 trials/day, 6 days) and the groups with 20-40% hippocampus spared septally or temporally (volume assessed by quantitative volumetric techniques). In experiment 2, rats with also 20-40% sparing of the hippocampus either septally or temporally were trained in two water maze concurrently (four trials/day/water maze, 8 days). Rats with 20-40% hippocampus spared temporally were able to learn the two water maze tasks normally, and no difference was observed between rats with septal and temporal hippocampus spared across different measures of performance. In experiment 3, rats with 20-40% hippocampus spared septally or temporally were trained in one water maze as in experiment 1, but using a spaced training protocol similar to that of experiment 2 (four trials/day, 8 days). Rats with temporal hippocampus spared developed a preference for the training quadrant and acquired levels of performance indistinguishable from those of rats with septal hippocampus spared. The results suggest that the temporal hippocampus can support the learning of two, but also one, spatial water maze reference memory task, provided the training protocol is adequate.",2003.0,Livia de Hoz; Jane Knox; Richard Morris,Hippocampus,https://doi.org/10.1002/hipo.10079,https://openalex.org/W2035840379,openalex,Hoz · 2003 · Hippocampus,replication,both,phrase:replication of; no same-sentence cite | llm:Experiment 1 was a replication of the findings reported by Moser et al.,high,single_original,low,10.1073/pnas.92.21.9697,Spatial learning with a minislab in the dorsal hippocampus.,1995.0,"Moser, M.; Moser, E. I.; Forrest, E.; Andersen, P.; Morris, R.","Moser, M., Moser, E. I., Forrest, E., Andersen, P., & Morris, R. (1995). Spatial learning with a minislab in the dorsal hippocampus.. Proceedings of the National Academy of Sciences, 92(21), 9697–9701. https://doi.org/10.1073/pnas.92.21.9697","@article{Moser_1995, title={Spatial learning with a minislab in the dorsal hippocampus.}, author={Moser, M. and Moser, E. I. and Forrest, E. and Andersen, P. and Morris, R.}, journal={Proceedings of the National Academy of Sciences}, volume={92}, number={21}, pages={9697--9701}, year={1995}, doi={10.1073/pnas.92.21.9697}, url={https://doi.org/10.1073/pnas.92.21.9697}}","@article{LiviadeHoz_2003, title={Longitudinal axis of the hippocampus: Both septal and temporal poles of the hippocampus support water maze spatial learning depending on the training protocol}, author={Livia de Hoz and Jane Knox and Richard Morris}, journal={Hippocampus}, year={2003}, doi={10.1002/hipo.10079}, url={https://doi.org/10.1002/hipo.10079}}",author_year_match,,high,,verified,cannot_be_determined,"Experiment 1 was a replication of the findings reported by Moser et al., using their protocol (8 trials/day, 6 days) and the groups with 20-40% hippocampus spared septally or temporally (volume assessed by quantitative volumetric techniques). In experiment 2, rats with also 20-40% sparing of the hippocampus eit…",high,abstract,"The abstract explicitly identifies Experiment 1 as a replication of Moser et al. (1995), but the provided text is truncated and does not report the results or conclusions of the replication attempt.",replication,1,1
