doi_r,title_r,old_filter_status,old_filter_confidence,new_filter_status,new_filter_confidence,new_filter_evidence
10.4225/03/58a2603862f15,An exploration of organisation culture of compliance,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.26180/4649063.v1,An exploration of organisation culture of compliance,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.am2017-5035,Abstract 5035: IDWAS: Imputing drug response in large cohorts of cancer patients to discover novel p,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/jpm.12419,Getting your paper past the Editors,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1353/eir.2017.0006,The Parts: Dublin Suburbs and Situating the Contemporary,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1353/jjs.2017.0048,Onnagata: A Labyrinth of Gendering in Kabuki Theater by Maki Isaka,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1353/tfr.2017.0254,"Imagining the Postcolonial: Discipline, Poetics, Practice in Latin American and Francophone Discours",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/ajt.14411,Invited Response to “Potential Disadvantages of Over Centralization of Organ Recovery Centers: Respo,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1162/jcws_r_00732,"Huw Dylan, <i>Defence Intelligence and the Cold War: Britain's Joint Intelligence Bureau 1945–1964</",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.25959/23239523,On the path of untricking Hermes : adaptation of the design philosophy and methods of permaculture i,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7554/elife.32904.010,Decision letter: Proprioceptive and cutaneous sensations in humans elicited by intracortical microst,reproduction,high,needs_review,medium,phrase:reproduced the effect; no same-sentence cite
10.1097/01.cot.0000515954.70936.be,3 Questions on...Designing Drugs to Prevent CMV Infections in Patients Undergoing Bone Marrow Transp,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1097/01.cot.0000520999.84666.17,3-Dimensional,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7554/elife.28329.020,Decision letter: Heat stress promotes longevity in budding yeast by relaxing the confinement of age-,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.22111/jmr.2017.3685,تاثیر نام گذاری تجاری داخلی بر نگرش های حمایتی نام تجاری، رضایت شغلی و قصد ماندن کارکنان دانشگاه محق,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7554/elife.27576.040,Author response: The large-scale organization of shape processing in the ventral and dorsal pathways,reproduction,high,needs_review,medium,phrase:reproduced the results; no same-sentence cite
10.7554/elife.27576.039,Decision letter: The large-scale organization of shape processing in the ventral and dorsal pathways,reproduction,high,needs_review,medium,phrase:reproduced the results; no same-sentence cite
10.1086/691120,"Hans-Joachim Niemann. <i>Karl Popper and the Two New Secrets of Life</i>. Tübingen: Mohr Siebeck, 20",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7554/elife.29655.025,Decision letter: Temporal network analysis identifies early physiological and transcriptomic indicat,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.33105.043,Decision letter: Single-cell RNA-seq reveals hidden transcriptional variation in malaria parasites,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Addressing the Learning Outcomes and Assessment Methods Associated with Participation in Student Gov,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Arbitration Discourse across Cultures: Asian Perspectives,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Pediatric Hematology/Oncology Outpatient Care: the Effect of a Standardized Collaborative Medication,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Instruments Measuring Physical Educator Self-efficacy Perceptions: a Systematic Review,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,PENGARUH PENGGUNAAN EKSTRAK DAUN MENIRAN TERHADAP DAYA TETAS TELUR IKAN LELE DUMBO (Clarias gariepin,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,تحليل تقويم تعليم اللغة العربية بنظرية القياس التقليدية(دراسة وصفية عن أسئلة الاختبار في امتحان اللغ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Essays on the U.S. Labor Market,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Re-approaching new stemmatics,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,A comparison of the simulation and clinical environments in physiotherapy education,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Untersuchungen zum enzymatischen Bastfaseraufschluss unter besonderer Berücksichtigung des Faserhanf,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.am2017-4836,Abstract 4836: A colorectal cancer organoid library provides a promising screening tool for assessme,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2017-5239,Abstract 5239: Probing the cancer epigenome: empowering target validation by open innovation,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.bbmt.2016.12.109,Challenges with Diagnosing Pulmonary Chronic GVHD in Children as Per the 2014 National Institutes of,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2017-1280,Abstract 1280: Functional characterization of prostate cancer risk loci by SNPs-seq and STARR-seq,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.juro.2017.02.2883,MP93-01 MODIFIED ANASTOMOSIS TECHNIQUE DURING ROBOT ASSISTED RADICAL PROSTATECTOMY: PREVENTION OF UR,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5297/ser.1903.editorial,Fatigue and Nutritional Ergogenic Aids,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.14279/depositonce-6018,Type 2 diabetes in urban Ghana,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.7554/elife.23570.031,Author response: Functional mapping of yeast genomes by saturated transposition,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.33456.027,Decision letter: Motor selection dynamics in FEF explain the reaction time variance of saccades to s,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.7554/elife.23570.030,Decision letter: Functional mapping of yeast genomes by saturated transposition,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.30286.009,Decision letter: Reconciling isothermal titration calorimetry analyses of interactions between compl,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7554/elife.30883.025,Author response: Crucial role for T cell-intrinsic IL-18R-MyD88 signaling in cognate immune response,reproduction,high,needs_review,medium,phrase:reproduce the effects; no same-sentence cite
10.7554/elife.30883.024,Decision letter: Crucial role for T cell-intrinsic IL-18R-MyD88 signaling in cognate immune response,reproduction,high,needs_review,medium,phrase:reproduce the effects; no same-sentence cite
,Experimental investigation of the mechanism for non-photochemical laser induced nucleation,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
,Participación y creación colectiva en la arquitectura de lawrence halprin. La metodología take part ,reproduction,high,needs_review,medium,phrase:reproduces the results; no same-sentence cite
,Ecografía intraparto: valor como método diagnóstico para determinar la prolongación del tiempo de ex,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.6084/m9.figshare.3519383,Supplement 1. Commented R and JAGS codes of the models and the complete data set used in this study.,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.6084/m9.figshare.3490640,Plant Traits and Belowground Interactions dataset,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.6084/m9.figshare.3490640.v1,Plant Traits and Belowground Interactions dataset,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.47405/mjssh.v3i4.135,Teamwork Process Among Amanah Ikhtiar Malaysia (AIM) Participants. Case Study in Hulu Langat Distric,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1075/scl.87.05par,"Europhobes and Europhiles, Eurospats and Eurojibes",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.35138/paspalum.v1i2.79,Respon Hasil Jagung Manis Terhadap Takaran Pupuk Fosfat pada Andisol Lembang,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1101/350603,Title: Mechanisms of Host Cell Binding and Neurotropism of Zika Virus,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.24293/ijcpml.v18i2.1004,KORELASI ANTARA KADAR INTERFERON-Î³ PLASMA DENGAN JUMLAH VIRAL LOAD DI PENDERITA HIV,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.4172/clinical-practice.1000407,Identification of the risk factors and microbes responsible for inducing central line blood stream i,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.5281/zenodo.1692080,Example datasets generated with Stytra,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.1692079,Example datasets generated with Stytra,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.am2018-3299,Abstract 3299: High-throughput combinatorial CRISPR-Cas9 gene knockout reveals most genetic interact,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3390/ifou2018-05939,Incremental Urbanism: Designing a Resilient Urban Strategy for the Ger Districts of Ulaanbaatar,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1167/18.10.655,Examining the effects of task-irrelevant emotional scenes and individual differences in personality ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.14324/111.2052-1871.107,Systemic Thinking in Financial Regulation,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.7554/elife.37110.046,Decision letter: Genetic predisposition to uterine leiomyoma is determined by loci for genitourinary,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.18332/tid/84320,"Systems approach in tobacco dependence treatment through hospitals - a one year study from Jaipur, I",replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1182/blood-2018-99-116785,Early Cytomegalovirus Reactivation and Donor Constellation Reduce Early and Late Relapse Incidence o,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.3760/cma.j.issn.1008-6315.2018.06.016,Preventive effects of lamivudine combined with chemotherapy drugs on HBV reactivation in patients wi,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.4324/9781351179959-18,Making Tibetans in China,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.4324/9780415249126-w053-1,"Artificial intelligence, recent work on",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1108/dl-08-2018-0006,Developing and Implementing an Online Course Framework,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1108/aia-02-2018-0006,How can Shakespeare’s iambic pentameter enable inclusion of and encourage participation of autistic ,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1096/fasebj.2018.32.1_supplement.903.22,Mathematical modeling of left ventricle hypertrophy and dilatation in response to volume overload in,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1201/9781351114523-8,"Improving nutrient management in potato cultivation Philip J. White, The James Hutton Institute, UK",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.7554/elife.33105.044,Author response: Single-cell RNA-seq reveals hidden transcriptional variation in malaria parasites,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1096/fasebj.2018.32.1_supplement.555.17,Machine Learning Methods for Rapid Prediction of Thermostabilizing Mutants of G‐protein‐coupled rece,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Desarrollo de un robot delta para aplicaciones de manipulación de objetos y visión artificial median,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,PENGARUH PENGUNGKAPAN CORPORATESOCIAL RESPONSIBILITY TERHADAP TAXAGGRESSIVENESS(Studi Empiris pada P,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Conhecimento quanto ao rastreio do câncer cervical: o saber de mulheres em São Luís - MA,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,Immersion and the Submerged: The Scapa 100 Project,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,Punitive Heterotopia in Ann Turner’s Celia (1988),replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Elucidation of a Regulatory and DNA Repair Protein: Thyroid hormone receptor interacting protein 13,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Social Entrepreneurship and Going to Scale: Assessing the importance of strategic action fields,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Infant colour perception,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,"Systemic Thinking in Financial Regulation: A Conversation with Professor Steven Schwarcz, Distinguis",replication,high,needs_review,medium,phrase:replication of; no author-year cite
,The Effect of Algorithm Implementation in the Family Practice Setting on the Pain and Recovery of Ac,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,The impact of pilgrimage upon the faith and faith-based practice of Catholic educators,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,EFEKTIVITAS PUPUK DAUN DAN WAKTU PEMBERIAN PACLOBUTRAZOL PADA STEK PLANTLET KENTANG (Solanum tuberos,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,RESPON PEMBENTUKAN UMBI MINI KENTANG (Solanum tuberosum L.) MELALUI PENGATURAN SPEKTRUM WARNA CAHAYA,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,Environmental Uncertainty and Strategy Implementation Within Private Chartered Universities in Kenya,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1182/blood-2018-99-111916,Comparative Analysis of Independent Ex Vivo functional Drug Screens Identifies Predictive Biomarkers,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1182/blood-2018-99-118128,Clinical Characteristics and Outcome in IDH1/2 Mutant AML Patients - Analysis of 3898 Newly Diagnose,reproduction,high,needs_review,medium,phrase:reproduce findings; no same-sentence cite
10.17169/refubium-934,Basic Research in Homeopathy – Development of Plant Bioassays to Investigate Effects of Potentised P,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.7554/elife.33456.028,Author response: Motor selection dynamics in FEF explain the reaction time variance of saccades to s,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1158/1538-7445.sabcs17-p2-03-01,Abstract P2-03-01: Analytical validation of a standardized scoring protocol for Ki67 assessed on bre,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2018-5645,Abstract 5645: Critical variables to reduce Western blot variability,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.22541/au.152863238.87296483,"Review: ""automan: a Python-based, automation framework for numerical computing""",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1096/fasebj.2018.32.1_supplement.575.6,Comparison of anesthetic effects of isoflurane used alone or combined with xylazine on induced cereb,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.2196/preprints.12222,Outperforming Dermatologist-Level Skin Cancer Classification via Enhanced Training of Deep Neural Ne,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/jwmg.21496,A reminder of the value of public and shared data,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.1163746,"Muse Hudf Survey I, Section 4: Data And Reproduction Pipeline For Photometry And Astrometry",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.1163745,"Muse Hudf Survey I, Section 4: Data And Reproduction Pipeline For Photometry And Astrometry",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.5281/zenodo.1213696,Non-stationary surrogate time series,reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.1158/1538-7445.am2018-3657,Abstract 3657: Multi-laboratory assessment of a new reference material for quality assurance of circ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1074/jbc.w118.002431,Withdrawal: PTPROt inactivates the oncogenic fusion protein BCR/ABL and suppresses transformation of,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1111/febs.14470,Professor Cees Veeger and the early years of bioinorganic chemistry,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1158/1538-7445.am2018-4591,Abstract 4591: Integration of genomic analysis and assessment of pre-analytic variables in the HD-SC,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1002/bimj.201800047,Editorial: Year 2017 report,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.sabcs17-ot2-03-04,Abstract OT2-03-04: Feasibility of assessing radiation response with MRI/CT directed preoperative ac,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.3635783,"Data and material for: ""Mining file histories: should we consider branches?""",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.3635784,"Data and material for: ""Mining file histories: should we consider branches?""",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.1164774,"MUSE HUDF survey I &amp; II, Sections 7.3 &amp; 3.4: photometry for objects with no prior broad-band",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
10.2196/preprints.12319,eHealth-Based Behavioral Intervention for Increasing Physical Activity in Persons With Multiple Scle,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.14943/doctoral.k13345,Studies on morphodynamics in shallow rivers with effects of vegetation and large wood using computat,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2018-1168,Abstract 1168: The “humanized” chicken embryo chorioallantoic membrane (CAM) as a personalized platf,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2018-1695,Abstract 1695: A multi-institutional study to evaluate automated scoring of immunohistochemistry sli,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.31320/jksct.2018.20.2.37,The Effects of Iterative Reconstruction on the Measurement of Coronary Artery Calcium Score,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.31219/osf.io/5rcq7,Preprint: Unstable correspondence between salivary testosterone measured with enzyme immunoassays an,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.sabcs17-p3-08-06,Abstract P3-08-06: Prognostic value of OncoMasTR: A novel multigene signature based on master transc,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.juro.2018.02.883,MP27-04 THE UTILITY OF URODYNAMIC EVALUATION IN CLINICAL PRACTICE,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1016/j.amjcard.2018.08.009,Prevalence and Prognostic Implications of Mitral and Aortic Valve Calcium in Patients With Chronic K,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.1185403,Spatial Capture-Recapture Data Of The Darwin'S Frog,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.5281/zenodo.1185402,Spatial Capture-Recapture Data Of The Darwin'S Frog,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1200/jco.2018.36.15_suppl.e12507,Transcriptomic signature of tumor infiltrating lymphocytes determines prognosis in localized breast ,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.4103/isj.isj_17_17,Transforaminal approach to cervical spine with use of cervical pedicle screws: Technical description,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.1158/1538-7445.am2018-1492,"Abstract 1492: High-efficiency, strand-specific, low-bias library preparation method for transcripto",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.7287/peerj.preprints.26918v1,Prospective abuse and intimate partner violence surgical evaluation (PRAISE-2 pilot): Statistical an,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.7287/peerj.preprints.26918,Prospective abuse and intimate partner violence surgical evaluation (PRAISE-2 pilot): Statistical an,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
10.28985/jsc.v7i2.406,Pre-exercise optimisation of the alkalosis response to sodium bicarbonate ingestion: have we been mi,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Développement de capteur électrochimique pour la détection de micropolluants prioritaires,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,"Data and Code for ""A New Approach to Animacy Detection""",reproduction,high,needs_review,medium,phrase:reproduce the results; no same-sentence cite
,Characterization of phenolic solid state pellets for ESR dosimetry with radio-therapeutic photon and,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,LLRF beam results on the first year of ELENA’s commissioning with beam,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Assessment of Aligning the Cup With the Transverse Acetabular Ligament in Total Hip Arthroplasty Usi,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Evaluation of the learning path independent assessments of Windesheim used in the educational domain,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Undergraduate dental students’ performance in detecting and assessing the activity of caries lesions,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Desempenho de estudantes de graduação em odontologia na detecção e avaliação da atividade de lesões ,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Preprint: Unstable correspondence between salivary testosterone measured with enzyme immunoassays an,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,A PROSPECTIVE VALIDATION OF CUSTOM CUTTING BLOCK IN COMPARISON TO INTRA-OPERATIVE ANTERIOR REFERENCE,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Centrifuge modelling of liquefaction flow slides,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Determining Predictor Importance in Multilevel Models for Longitudinal Data: An Extension of Dominan,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Gold-Silver Core-Shell Nanoparticle Growth; Studies Towards the Development of Biosensing Applicatio,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,"Advances in the Hyperspectral Imaging Microscope Spectrometer Method, and Application for Measuring ",reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,ALCOHOLISATION OF MORTON’S NEUROMA UNDER 2D AND 3D ULTRASOUND GUIDANCE,reproduction,high,needs_review,medium,phrase:reproducibility of; no author-year cite
,Determination of Benzoic Acid in Commercial Fermented Soybean Pastes via Ultraviolet-Visible Spectro,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1093/jpepsy/jsz032,Commentary: Parent-Child Interactions During Painful Medical Procedures: Recommendations by Blount a,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1017/s0003975619000092,The Language of Ethnicity,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1002/cl2.1032,Campbell systematic reviews takes next step to meeting FAIR principles,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.4236/jss.2019.72023,Factors Underpinning at Least Three Years of Participant Adherence to a Community-Focused Modified B,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/hiv.12713,Immediate treatment of acute HIV in a tertiary healthcare center: bridging gaps in communication usi,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.3233/ppr-190136,Physiotherapist-led triage of patients with thoracic spine pain in a musculoskeletal assessment clin,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.2979/prooftexts.37.2.04,“Denk dir”: On Translating Paul Celan into Hebrew,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.4103/njot.njot_20_19,"A 2-year review of the rotary-supported ponseti Clubfoot Clinic in Lagos, Nigeria",replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1182/blood-2019-126669,Utility of Newborn Screening for Severe Combined Immunodeficiency and X-Linked Agammaglobulinemia Us,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.5281/zenodo.1156931,ICSE 2018 and ICPC 2019 Research Dataset on Live Programming,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.sabcs18-p6-18-20,Abstract P6-18-20: Targeting mitochondrial function for the treatment of triple negative breast canc,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.am2019-2225,Abstract 2225: Exosomes in plasma for protein based cancer biomarkers: A clinical research tool usin,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2019-2419,Abstract 2419: A polygenic risk score predicts breast cancer risk in Latinas,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.sabcs18-2419,Abstract 2419: A polygenic risk score predicts breast cancer risk in Latinas,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1563/aaid-joi-d-19-00064,Full Digital Workflow for Use of a Scanbody to Accurately Transfer Morphology from Provisional to Fi,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.sabcs18-p4-08-05,"Abstract P4-08-05: Prediction of distant recurrence using EndoPredict among women with ER-positive, ",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/jofo.12282,Response to Bret A. Collier and Michael L. Morrison's Comment on O'Donnell et al.'s “Density influen,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/disa.12345,Building resilience from the ground up,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.4103/ijcm.ijcm_65_19,Strategies for ensuring quality health care in India: Experiences from the field,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.17632/fp3b328wk4.1,Data for: The effects of status mobility and group identity on trust,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1111/1467-923x.12649,Brexit and the Future of the <scp>UK</scp>'s Unbalanced Economic Geography,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.7910/dvn/jijjye,"Supplementary materials for Caleb Pomeroy, ""Correspondence: Measuring Power in International Relatio",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.25669/9kzj-tc3j,Female gender themes in women's magazines: A content analysis testing and extending themes uncovered,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
10.1158/1538-7445.sabcs18-3517,Abstract 3517: Establishing reference samples for universal benchmarking study of NGS technologies,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.1158/1538-7445.am2019-3517,Abstract 3517: Establishing reference samples for universal benchmarking study of NGS technologies,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
10.3929/ethz-b-000385361,Dataset: Feed price and SPEI data of South Germany and whole Germany,replication,high,needs_review,medium,phrase:replication of; no author-year cite
10.1161/circinterventions.119.008228,The 3q25 rs2305619 Polymorphism Is Associated With Coronary Microvascular Obstruction Following Prim,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Self-serving counterproductive work behaviors: The development and validation of a scale,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Affective Norms for Persian Attachment Related Words,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Sad people should be treated nicely: how mood influences politeness,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Mentors’ impact on new teacher retention in K-12,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,New methodologies for the development and validation of electrophysiological models,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Post-Brexit Data Protection in the UK,replication,high,needs_review,medium,phrase:replication of; no author-year cite
,Assessing the cross-linguistic validity of phraseological complexity measures as indices of L2 profi,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,"Fork of Accelerated CREP -- Turri,Buckwalter,Blouw (2015) at University of Vienna",replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
,Investigation of Pharmacological Manipulationon Brain Connectivity in Rats and Humans for Improvemen,reproduction,high,needs_review,medium,phrase:reproducibility of; no same-sentence cite
,Does Money Illusion Matter? A Theoretical and Computational Model,replication,high,needs_review,medium,phrase:replication of; no same-sentence cite
