doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1371/journal.pone.0171305,Mapping cerebral pulse pressure and arterial compliance over the adult lifespan with optical imaging,10.1111/psyp.12288,Taking the pulse of aging: Mapping pulse pressure and elasticity in cerebral arteries with optical methods,control,agrees_with_mo,"['Taking the pulse of aging: mapping pulse pressure and elasticity in cerebral arteries with optical methods', 'Taking the pulse of aging: mapping pulse pressure and elasticity in cerebral arteries with optical methods']","['10.1111/psyp.12288', '10.1111/psyp.12288']",@fabiani2014,gpt-5.6-luna,@fabiani2014,"The current study replicates and extends the original findings using a broader age range (a new adult sample aged 18-75), longer recording periods (360 s), and a more extensive optical montage (1536 channels).",,True,"The abstract describes replicating the initial diffuse optical imaging study of pulse amplitude and arterial compliance in older adults aged 55–87; this matches Fabiani et al. (2014), 'Taking the pulse of aging: Mapping pulse pressure and elasticity in cerebral arteries with optical methods.'",identified:@fabiani2014,False,False,[],False,False,False
10.1001/archoto.2009.219,"Association of IL1A, IL1B, and TNF Gene Polymorphisms With Chronic Rhinosinusitis With and Without Nasal Polyposis",10.1001/archotol.133.7.705,Proinflammatory Cytokine Single Nucleotide Polymorphisms in Nasal Polyposis,control,agrees_with_mo,"['Proinflammatory cytokine single nucleotide polymorphisms in nasal polyposis', 'Proinflammatory cytokine single nucleotide polymorphisms in nasal polyposis', 'Proinflammatory cytokine single nucleotide polymorphisms in nasal polyposis']","['10.1001/archotol.133.7.705', '10.1001/archotol.133.7.705', '10.1001/archotol.133.7.705']",@erbek2007,gpt-5.6-luna,@erbek2007,"OBJECTIVE: To replicate and extend recent findings in a Turkish population of associations between chronic rhinosinusitis (CRS) with nasal polyposis and single-nucleotide polymorphisms (SNPs) in the IL1A (rs17561 and Ser114Ala), IL1B (rs16944), and TNF (rs361525 and rs1800629) genes.",,True,"The study says it replicates recent findings in a Turkish population on IL1A, IL1B, and TNF SNPs in chronic rhinosinusitis with nasal polyposis. The cited record @erbek2007, 'Proinflammatory Cytokine Single Nucleotide Polymorphisms in Nasal Polyposis,' matches that Turkish-population original findin",identified:@erbek2007,False,False,[],False,False,False
10.7759/cureus.42194,"Neonatal, Infant, and Under Age Five Vaccine Doses Routinely Given in Developed Nations and Their Association With Mortality Rates",10.1177/0960327111407644,Infant mortality rates regressed against number of vaccine doses routinely given: Is there a biochemical or synergistic toxicity?,control,agrees_with_mo,['Infant mortality rates regressed against number of vaccine doses routinely given: is there a biochemical or synergistic toxicity?'],['10.1177/0960327111407644'],@miller2011,gpt-5.6-luna,@miller2011,"In 2011, using 2009 data, we published a study demonstrating that among the most highly developed nations, those requiring the most vaccine doses for their infants tended to have the least favorable infant mortality rates (r = 0.70, p < .0001). Twelve years later, we replicated our original study using 2019 data.",,True,The study explicitly says it replicated an original 2011 paper using 2009 data that found a positive correlation between vaccine doses and infant mortality; this matches Neil Z. Miller and Gary S. Goldman's 2011 article in the reference list.,identified:@miller2011,False,False,[],False,False,False
10.1080/036107399244020,Genetic and Environmental Influences on Forced Expiratory Volume in Midlife: A Cross-Cultural Replication,10.1093/geronj/49.6.m264,Genetic and Environmental Influences on Pulmonary Function in Aging Swedish Twins,control,agrees_with_mo,['Genetic and environmental influences on pulmonary function in aging Swedish twins'],['10.1093/geronj/49.6.m264'],@mcclearn1994,gpt-5.6-luna,@mcclearn1994,The present analyses are an attempt to replicate results from a study of Swedish twins which demonstrated substantial heritability of FEV with a sample of middle-aged Russian adult twins.,,True,"The study explicitly says it replicates results from a study of Swedish twins showing substantial heritability of FEV, which matches the cited McClearn et al. 1994 study on genetic and environmental influences on pulmonary function in aging Swedish twins.",identified:@mcclearn1994,False,False,[],False,False,False
10.1080/08964289.2016.1232241,Replication and Extension of the Weight Loss For Life Community-Based Treatment Protocol,10.7812/tpp/15-146,Weight Loss and the Prevention of Weight Regain: Evaluation of a Treatment Model of Exercise Self-Regulation Generalizing to Controlled Eating,control,agrees_with_mo,['Weight loss and the prevention of weight regain: evaluation of a treatment model of exercise self-regulation generalizing to controlled eating'],['10.7812/tpp/15-146'],@annesi2016,gpt-5.4-mini,@annesi2016,"a social cognitive theory-driven, community-based curriculum emphasizing the generalization of physical activity-related self-regulation, to eating-related self-regulation (phase 1 treatment; n = 55), demonstrated success at both inducing lost weight over its initial 6 months, and maintaining that loss through month 24. The present replication study contrasted those outcomes with a phase 2 version of the year-long treatment (n = 74) that added a follow-up component during year 2 consisting of 5 brief phone interactions to reinforce self-regulatory skills.",,True,"The study describes re-testing a phase 1 community-based treatment model in which exercise self-regulation generalizes to controlled eating, which matches @annesi2016's title on evaluating a treatment model of exercise self-regulation generalizing to controlled eating for weight loss/regain preventi",identified:@annesi2016,False,False,[],False,False,False
10.1158/1055-9965.epi-11-0053,Prostate Cancer Susceptibility Polymorphism rs2660753 Is Not Associated with Invasive Ovarian Cancer,10.1158/0008-5472.can-08-2363,"Association Study of Prostate Cancer Susceptibility Variants with Risks of Invasive Ovarian, Breast, and Colorectal Cancer",control,agrees_with_mo,"['Association study of prostate cancer susceptibility variants with risks of invasive ovarian, breast, and colorectal cancer']",['10.1158/0008-5472.can-08-2363'],@song2008,gpt-5.6-luna,@song2008,"We sought to replicate this association in 12 other studies comprising 4,482 cases and 6,894 controls of white non-Hispanic ancestry in the Ovarian Cancer Association Consortium.",,True,The study says it previously reported an association between rs2660753 and invasive epithelial ovarian cancer; the cited Song et al. 2008 paper matches that original finding by studying prostate cancer susceptibility variants with risks of invasive ovarian cancer.,identified:@song2008,False,False,[],False,False,False
10.1002/aur.1857,Genetic background effects in Neuroligin‐3 mutant mice: Minimal behavioral abnormalities on C57 background,10.1126/science.1146221,A Neuroligin-3 Mutation Implicated in Autism Increases Inhibitory Synaptic Transmission in Mice,control,agrees_with_mo,"['A neuroligin-3 mutation implicated in autism increases inhibitory synaptic transmission in mice', 'A neuroligin-3 mutation implicated in autism increases inhibitory synaptic transmission in mice']","['10.1126/science.1146221', '10.1126/science.1146221']",@tabuchi2007,gpt-5.6-luna,@tabuchi2007,"To investigate the origin of the discrepancy, we previously replicated the original findings of Tabuchi et al. by studying the same NL3R451C mutation on a pure 129S2/SvPasCrl genetic background. Here we complete the behavioral characterization of the NL3R451C mutation on a pure C57BL6J genetic background to determine if background genetics play a role in the discrepant behavioral outcomes involving NL3R451C mice.",,True,The study explicitly states it replicated the original findings of Tabuchi et al. regarding NL3R451C mice. The reference list includes Tabuchi et al. 2007 as @tabuchi2007.,identified:@tabuchi2007,False,False,[],False,False,False
10.1080/02699050600744194,Context-sensitive cognitive-behavioural supports for young children with TBI: A replication study,10.1097/00001199-200301000-00006,Context-Sensitive Behavioral Supports for Young Children with TBI,control,agrees_with_mo,['Context-sensitive behavioral supports for young children with TBI: Short-term effects and long-term outcome'],['10.1097/00001199-200301000-00006'],@feeney2003,gpt-5.6-luna,@feeney2003,To replicate an investigation of the effects of a multi-component cognitive-behavioural intervention on the challenging behaviour of two young children with growing behavioural concerns after TBI.,,True,"The study is a replication of an investigation of a multi-component cognitive-behavioural intervention for young children with TBI, and the cited record @feeney2003 is the matching earlier Feeney & Ylvisaker paper titled 'Context-Sensitive Behavioral Supports for Young Children with TBI'.",identified:@feeney2003,False,False,[],False,False,False
10.1111/jpr.12581,Cultural Generalizability of the False Signaling Theory: A Replication Study Using a Japanese Sample,10.1177/0956797616685771,Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling,control,agrees_with_mo,"['Why do we hate hypocrites? Evidence for a theory of false signaling', 'Why do we hate hypocrites? Evidence for a theory of false signaling']","['10.1177/0956797616685771', '10.1177/0956797616685771']",@jordan2017,gpt-5.6-luna,@jordan2017,"This study replicated two experiments comparing evaluations of hypocrites with those of transgressors and liars (Experiment 1, n = 583) and those of transgressors with those of honest hypocrites (Experiment 2, n = 509) using a Japanese sample.",,True,"The study explicitly replicates the two experiments testing false signaling theory, which is the central finding of Jordan et al. (2017), 'Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling.'",identified:@jordan2017,False,False,[],False,False,False
10.1111/jns.12110,Genetic determinants of chronic oxaliplatin‐induced peripheral neurotoxicity: a genome‐wide study replication and meta‐analysis,10.1002/cncr.26614,"Polymorphic markers associated with severe oxaliplatin‐induced, chronic peripheral neuropathy in colon cancer patients",control,agrees_with_mo,"['Polymorphic markers associated with severe oxaliplatin-induced, chronic peripheral neuropathy in colon cancer patients']",['10.1002/cncr.26614'],@won2011,gpt-5.6-luna,@won2011,We aimed at validating the role of genetic variants identified by a recent genome-wide association study (GWAS) as determinants of chronic oxaliplatin-induced peripheral neurotoxicity (OXAIPN).,,True,The study says it validates variants identified by a recent genome-wide association study (GWAS) for chronic oxaliplatin-induced peripheral neurotoxicity. @won2011 is the only listed record matching that description: a study of polymorphic markers associated with severe oxaliplatin-induced chronic p,identified:@won2011,False,False,[],False,False,False
10.1186/s13148-022-01296-6,"Maternal epigenetic clocks measured during pregnancy do not predict gestational age at delivery or offspring birth outcomes: a replication study in metropolitan Cebu, Philippines",10.1186/s13148-020-00909-2,Epigenetic age and pregnancy outcomes: GrimAge acceleration is associated with shorter gestational length and lower birthweight,control,agrees_with_mo,['Epigenetic age and pregnancy outcomes: GrimAge acceleration is associated with shorter gestational length and lower birthweight'],['10.1186/s13148-020-00909-2'],@ross2020,gpt-5.6-luna,@ross2020,"Here, we attempt to replicate a series of analyses previously reported in a US-based sample, using a larger similarly aged sample (n = 296) of participants of a long-running study in the Philippines.",,True,"The abstract says the study attempts to replicate analyses previously reported in a US-based sample relating maternal epigenetic age to gestational length and birthweight. This matches @ross2020, whose title explicitly reports GrimAge acceleration associated with shorter gestational length and lower",identified:@ross2020,False,False,[],False,False,False
10.1177/074823370001600604,The neurotoxic etiology of the autistic spectrum disorders: a replication study,10.1177/074823379801400603,Autism: Xenobiotic Influences,control,agrees_with_mo,['Autism: xenobiotic influences'],['10.1177/074823379801400603'],@edelson1998,gpt-5.6-luna,@edelson1998,This current study examined an independent sample of 39 autistic individuals and was able to replicate the general findings of Edelson and Cantor.,,True,"The abstract explicitly cites Edelson and Cantor's 1998 paper 'Autism: xenobiotic influences' as the study whose findings were replicated, and the passage names Edelson and Cantor as the target of replication. This matches the list record @edelson1998.",identified:@edelson1998,False,False,[],False,False,False
10.1080/19439342.2019.1679860,Improving well-being through mobile money: a replication study in Niger,10.1086/687578,Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Experiment in Niger,control,agrees_with_mo,['Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Experiment in Niger'],['10.1086/687578'],@aker2016,gpt-5.4-mini,@aker2016,"An experimental study suggests that the use of mobile money, Zap delivery, might improve intra-household socio-economic dynamics on Niger. Our replication study evaluates the impact of Zap delivery in contrast to more traditional delivery mechanism.",,True,The study explicitly describes re-testing an experimental study of mobile money 'Zap delivery' in Niger and estimating the original author's findings; @aker2016 matches this as the mobile money cash transfer experiment in Niger.,identified:@aker2016,False,False,[],False,False,False
10.1038/s41598-020-57613-7,How odor cues help to optimize learning during sleep in a real life-setting,10.1126/science.1138581,Odor Cues During Slow-Wave Sleep Prompt Declarative Memory Consolidation,control,agrees_with_mo,['Odor cues during slow-wave sleep prompt declarative memory consolidation'],['10.1126/science.1138581'],@rasch2007,gpt-5.6-luna,@rasch2007,"The current study extends previous research in three aspects to test for optimization and practical applicability of this cueing effect: We (1) performed a field study of vocabulary-learning in a regular school setting, (2) stimulated with odor cues during the whole night without sleep monitoring, and (3) applied the odor additionally as retrieval cue in a subsequent test.",,True,"The study re-tests the odor-cueing effect with selective slow-wave sleep stimulation, which matches Rasch et al. (2007), the original report that odor cues during slow-wave sleep prompt declarative memory consolidation.",identified:@rasch2007,False,False,[],False,False,False
10.1002/ar.1091570205,A double replication of a “small‐sample” study of the sexual behavior of DBA/2J male mice,10.1163/156853962x00087,Sexual Behavior in Three Inbred Strains of Mice,control,agrees_with_mo,"['Sexual behavior in three inbred strains of mice', 'Sexual behavior in three inbred strains of mice']","['10.1163/156853962x00087', '10.1163/156853962x00087']",@mcgill1962,gpt-5.6-luna,@mcgill1962,"Furthermore, substitution of the data resulting from either replication for the data of the DBA/2J males of the original study did not result in any changes as regards significant differences in sexual behavior among DBA/2J, C57BL, and BALB/c male mice.",,True,"The passage refers to the original study's DBA/2J data and its comparison of sexual behavior among DBA/2J, C57BL, and BALB/c male mice, which matches McGill (1962) ""Sexual Behavior in Three Inbred Strains of Mice""; the other records are statistics references, not the original behavioral study.",identified:@mcgill1962,False,False,[],False,False,False
10.1145/2676467.2676484,Replicating a study of collaborative use of mobile phones for photo sharing in a different cultural context,10.1145/1978942.1979201,Pass-them-around,control,agrees_with_mo,['Pass-them-around: collaborative use of mobile phones for photo sharing'],['10.1145/1978942.1979201'],@lucero2011,gpt-5.6-luna,,"In this paper, we replicate a study of collaborative mobile phone use to share personal photos in groups of collocated people.",,True,"The study describes replicating a study of collaborative mobile phone use for photo sharing among collocated people, which matches the titled work 'Pass-them-around' by Lucero et al. (2011). The other records are related CHI/replication or contextual works, not the original finding being re-tested.",identified:@lucero2011,False,False,[],False,False,False
10.1080/00220388.2018.1506580,"Evidence of Behavioural Compensation in Internal Replication Study of Male Circumcision Trial to Reduce HIV Acquisition in Kisumu, Kenya",10.1016/s0140-6736(07)60312-2,"Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial",control,agrees_with_mo,"['Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial']",['10.1016/s0140-6736(07)60312-2'],@bailey2007,gpt-5.6-luna,@bailey2007,"We replicated the study ‘Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial’ using an epidemiological approach as well as an econometric approach.",,True,"The study explicitly states it replicated the paper titled ‘Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial’, which matches the record @bailey2007 by title and authors.",identified:@bailey2007,False,False,[],False,False,False
10.1002/ece3.71556,Non‐Native Herpetofauna Continue to Proliferate in the World's Most Invaded Herpetofauna Community,10.1007/s10530-019-01934-w,Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County,control,agrees_with_mo,['Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County'],['10.1007/s10530-019-01934-w'],@clements2019,gpt-5.6-luna,@clements2019,"Surveys conducted in Miami‐Dade County in 2017 demonstrated that non‐native species already dominated both natural and anthropogenic parks and provided a baseline to examine dynamic changes in the community. In 2022, we replicated the surveys from 2017 at the same 30 sites.",,True,The abstract says the 2017 Miami-Dade surveys established the baseline that non-native species already dominated natural and anthropogenic parks; this matches the cited record by Clements et al. (2019) on non-native species dominating herpetofaunal communities in urban Miami-Dade County.,identified:@clements2019,False,False,[],False,False,False
10.1177/027347538901100307,Test Item Arrangement and Student Performance in Principles of Marketing Examination: A Replication Study,10.1177/027347538600800306,Unconscious Biasing of Student Examination Scores: A Case of Sequential versus Random Information Retrieval,control,agrees_with_mo,['Unconscious biasing of student examination scores: a case of sequential versus random information retrieval'],['10.1177/027347538600800306'],@pettit1986,gpt-5.6-luna,@pettit1986,It replicates previous research that explored the effect of question sequencing on exam performance of marketing students as it related to memory factors.,,True,The study says it replicates previous research on question sequencing and exam performance of marketing students as related to memory factors; @pettit1986 matches this as the earlier study on unconscious biasing of examination scores and sequential versus random information retrieval.,identified:@pettit1986,False,False,[],False,False,False
10.1210/jc.2009-0931,Independent Confirmation of Association between Metabolic Phenotypes of Polycystic Ovary Syndrome and Variation in the Type 6 17β-Hydroxysteroid Dehydrogenase Gene,10.1016/j.fertnstert.2006.04.027,Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome,control,agrees_with_mo,"['Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome', 'Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome']","['10.1016/j.fertnstert.2006.04.027', '10.1016/j.fertnstert.2006.04.027']",@jones2006,gpt-5.6-luna,@jones2006,Our objective was to replicate association between polymorphisms in HSD17B6 and PCOS in a well-characterized replication cohort.,,True,"The study states it aims to replicate the previous genetic association of HSD17B6 polymorphisms, especially rs898611, with PCOS and metabolic phenotypes. The cited record @jones2006 is the earlier HSD17B6 polymorphism association study matching that target.",identified:@jones2006,False,False,[],False,False,False
10.1080/09658211.2016.1189941,Assessing autobiographical memory: the web-based autobiographical Implicit Association Test,10.1111/j.1467-9280.2008.02156.x,How to Accurately Detect Autobiographical Events,control,agrees_with_mo,"['How to accurately detect autobiographical events', 'How to accurately detect autobiographical events']","['10.1111/j.1467-9280.2008.02156.x', '10.1111/j.1467-9280.2008.02156.x']",@sartori2008,gpt-5.6-luna,@sartori2008,"Experiment 1 (n = 522) is a web-based replication study of the first published aIAT study [Sartori, G., Agosta, S., Zogmaister, C., Ferrara, S. D., & Castiello, U. (2008). How to accurately detect autobiographical events. Psychological Science, 19, 772-780. doi: 10.1111/j.1467-9280.2008.02156.x ; Experiment 1].",,True,"The study explicitly names the first published aIAT study as Sartori et al. (2008), 'How to accurately detect autobiographical events,' Experiment 1, which matches @sartori2008.",identified:@sartori2008,False,False,[],False,False,False
10.1371/journal.pone.0137499,When Science Replaces Religion: Science as a Secular Authority Bolsters Moral Sensitivity,10.1371/journal.pone.0057989,Does “Science” Make You Moral? The Effects of Priming Science on Moral Judgments and Behavior,control,agrees_with_mo,"['Does ""science"" make you moral? The effects of priming science on moral judgments and behavior', 'Does ""science"" make you moral? The effects of priming science on moral judgments and behavior', 'Does ""science"" make you moral? The effects of priming science on moral judgments and behavior']","['10.1371/journal.pone.0057989', '10.1371/journal.pone.0057989', '10.1371/journal.pone.0057989']",@makellams2013,gpt-5.6-luna,@makellams2013,"However, it was recently demonstrated that, on the contrary, science priming increases moral sensitivity as well. The present set of studies sought to replicate this effect and test two explanations for it.",,True,"The study aims to replicate the recently demonstrated effect that science priming increases moral sensitivity, which directly matches Ma-Kellams & Blascovich (2013), 'Does “Science” Make You Moral? The Effects of Priming Science on Moral Judgments and Behavior'.",identified:@makellams2013,False,False,[],False,False,False
10.1002/jae.2782,Replicating the Levitt and Porter estimates of drunk driving,10.1086/323281,How Dangerous Are Drinking Drivers?,control,agrees_with_mo,['How dangerous are drinking drivers?'],['10.1086/323281'],@levitt2001,gpt-5.6-luna,@levitt2001,"Levitt and Porter ( Journal of Political Economy , 2001, 109 (6), 1198–1237) demonstrate how these can be recovered using publicly available information in the Fatality Analysis Reporting System (FARS). Although robust to systematic misreporting and sample selection and far cheaper to implement than surveys, their methodological innovations are largely ignored. We believe this arises partly from difficulty in replicating their results.",,True,"The study explicitly names Levitt and Porter (Journal of Political Economy, 2001, 109(6), 1198–1237) as the target whose estimates it attempts to replicate, matching @levitt2001.",identified:@levitt2001,False,False,[],False,False,False
10.1038/s41598-020-67455-y,Three visual working memory representations simultaneously control attention,10.1038/s41598-017-05865-1,Two visual working memory representations simultaneously control attention,control,agrees_with_mo,['Two visual working memory representations simultaneously control attention'],['10.1038/s41598-017-05865-1'],@chen2017,gpt-5.6-luna,@chen2017,"However, recent findings provided evidence that not one, but two visual working memory representations can capture attention and interfere with concurrent visual search. We successfully replicate these findings, and further test whether the capacity of visual working memory during visual search extends to not two, but three representations that influence attention directly.",,True,"The abstract says the replicated finding is that two visual working memory representations can simultaneously control attention; this directly matches Chen & Du (2017), titled 'Two visual working memory representations simultaneously control attention.'",identified:@chen2017,False,False,[],False,False,False
10.1016/s0006-3223(98)00143-7,A replication study of violent and nonviolent subjects: cerebrospinal fluid metabolites of serotonin and dopamine are predicted by plasma essential fatty acids,10.1016/s0006-3223(98)00141-3,"Essential fatty acids predict metabolites of serotonin and dopamine in cerebrospinal fluid among healthy control subjects, and early- and late-onset alcoholics",control,agrees_with_mo,"['Essential fatty acids predict metabolites of serotonin and dopamine in cerebrospinal fluid among healthy control subjects, and early- and late-onset alcoholics']",['10.1016/s0006-3223(98)00141-3'],@hibbeln1998,gpt-5.6-luna,@hibbeln1998,"Among an independent group of subjects selected for their history of violent, impulsive behaviors and nonviolent control subjects, we attempted to replicate the finding that plasma docosahexaenoic acid concentrations were negatively correlated with cerebrospinal fluid 5-hydroxyindoleacetic acid (CSF 5-HIAA) concentrations.",,True,"The study explicitly attempts to replicate the finding that plasma docosahexaenoic acid negatively correlates with CSF 5-HIAA, which matches the title and topic of @hibbeln1998, the earlier study on essential fatty acids predicting CSF serotonin and dopamine metabolites.",identified:@hibbeln1998,False,False,[],False,False,False
10.1016/j.cortex.2018.05.013,Reaffirming the link between chronic phantom limb pain and maintained missing hand representation,10.1038/ncomms2571,Phantom pain is associated with preserved structure and function in the former hand area,control,agrees_with_mo,['Phantom pain is associated with preserved structure and function in the former hand area'],['10.1038/ncomms2571'],@makin2013,gpt-5.6-luna,@makin2013,"In the current study, we replicate our previous results by showing that chronic PLP correlates with maintained representation of the missing hand in the primary sensorimotor missing hand cortex.",,True,"The study says it replicates “our previous results” linking chronic phantom limb pain to maintained representation of the missing hand in the primary sensorimotor missing hand cortex, which matches Makin et al. (2013), 'Phantom pain is associated with preserved structure and function in the former h",identified:@makin2013,False,False,[],False,False,False
10.15195/v2.a20,The Missing Main Effect of Welfare State Regimes: A Replication of ‘Social Policy Responsiveness in Developed Democracies’ by Brooks and Manza,10.1177/000312240607100306,Social Policy Responsiveness in Developed Democracies,control,agrees_with_mo,['Social Policy Responsiveness in Developed Democracies'],['10.1177/000312240607100306'],@brooks2006,gpt-5.6-luna,@brooks2006,This article reports the results of a replication of Brooks and Manza's Social Policy Responsiveness in Developed Democracies published in 2006 in the American Sociological Review.,,True,"The study's title and abstract explicitly state that it replicates Brooks and Manza's 'Social Policy Responsiveness in Developed Democracies' published in 2006 in the American Sociological Review, which matches @brooks2006 exactly.",identified:@brooks2006,False,False,[],False,False,False
10.1038/s41398-024-02824-z,Decreased telomere length in a subgroup of young individuals with bipolar disorders: replication in the FACE-BD cohort and association with the shelterin component POT1,10.1038/s41398-022-01891-4,Telomere length and mitochondrial DNA copy number in bipolar disorder: identification of a subgroup of young individuals with accelerated cellular aging,control,agrees_with_mo,['Telomere length and mitochondrial DNA copy number in bipolar disorder: identification of a subgroup of young individuals with accelerated cellular aging'],['10.1038/s41398-022-01891-4'],@spano2022,gpt-5.6-luna,@spano2022,The aims of the present study were to replicate this observation in a larger sample,,True,"The study says it aims to replicate the previously identified subgroup of young individuals with prematurely shortened telomere length, matching @spano2022's title and finding. No other cited record describes that same original subgroup finding as the target.",identified:@spano2022,False,False,[],False,False,False
10.1111/j.1752-0606.2009.00164.x,The Effectiveness of couple therapy in Germany: A Replication Study,10.1037/0893-3200.11.4.410-421,The effectiveness of marital counseling in Germany: A contribution to health services research.,control,agrees_with_mo,['The effectiveness of marital counseling in Germany: A contribution to health services research'],['10.1037/0893-3200.11.4.410-421'],@hahlweg1997,gpt-5.6-luna,@hahlweg1997,The purpose of the current investigation was to replicate their earlier findings in a similar setting with identical measures.,,True,"The study's abstract explicitly says it replicates the 1997 Hahlweg and Klann effectiveness study of couple therapy in German and Austrian marital counseling agencies, matching @hahlweg1997.",identified:@hahlweg1997,False,False,[],False,False,False
10.1101/2023.08.16.553472,Replication and Refinement of Brain Age Model for adolescent development,10.1109/embc46164.2021.9631007,Multimodal Brain Age Prediction with Feature Selection and Comparison,control,agrees_with_mo,['Multimodal brain age prediction with feature selection and comparison'],['10.1109/embc46164.2021.9631007'],@ray2021,gpt-5.6-luna,@ray2021,"Our recent study has demonstrated that conventional machine learning models can achieve high accuracy on brain age prediction during development using only a small set of selected features from multimodal brain imaging data. In the current study, we tested the replicability of various brain age models on the Adolescent Brain Cognitive Development (ABCD) cohort.",,True,"The abstract says 'Our recent study' demonstrated accurate brain age prediction in development using selected features from multimodal brain imaging, which matches the cited record @ray2021 'Multimodal Brain Age Prediction with Feature Selection and Comparison'.",identified:@ray2021,False,False,[],False,False,False
10.1177/03057356211031663,Small music ensemble and empathy: A replication study in a South Korean music student sample,10.1177/0305735619887226,The relationship between small music ensemble experience and empathy skill: A survey study,control,agrees_with_mo,['The relationship between small music ensemble experience and empathy skill: A survey study'],['10.1177/0305735619887226'],@cho2019,gpt-5.6-luna,@cho2019,This study aimed to replicate the initial study using the identical survey questionnaire in a college music student population in South Korea ( N = 183).,,True,"The abstract describes the original as the initial study of small ensemble experience and empathy among US college music students, which matches the cited record @cho2019 by Eun Cho, the survey study on that exact relationship.",identified:@cho2019,False,False,[],False,False,False
10.1371/journal.pone.0091690,Functional Gene Group Analysis Indicates No Role for Heterotrimeric G Proteins in Cognitive Ability,10.1016/j.ajhg.2009.12.006,Functional Gene Group Analysis Reveals a Role of Synaptic Heterotrimeric G Proteins in Cognitive Ability,control,agrees_with_mo,['Functional gene group analysis reveals a role of synaptic heterotrimeric G proteins in cognitive ability'],['10.1016/j.ajhg.2009.12.006'],@ruano2010,gpt-5.6-luna,@ruano2010,"Previous functional gene group analyses implicated common single nucleotide polymorphisms (SNPs) in heterotrimeric G protein coding genes as being associated with differences in human intelligence. Here, we sought to replicate this finding using five independent cohorts of older adults including current IQ and childhood IQ, and using both gene- and SNP-based analytic strategies.",,True,The study states it sought to replicate previous functional gene group analyses implicating heterotrimeric G protein SNPs in human intelligence; the listed record @ruano2010 exactly matches that original finding with its title 'Functional Gene Group Analysis Reveals a Role of Synaptic Heterotrimeric,identified:@ruano2010,False,False,[],False,False,False
10.1016/j.dib.2021.107595,"Replication dataset: the effect of compassion, biological sex, and gender identity threat on jerky choice",10.1016/j.appet.2021.105654,The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals,control,agrees_with_mo,['The taste of compassion: influencing meat attitudes with interhuman and interspecies moral appeals'],['10.1016/j.appet.2021.105654'],@pohlmann2021,gpt-5.6-luna,@pohlmann2021,"The data provided with this article were collected online from 1,350 participants to conduct a replication of study 1 in ""The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals"" [5].",,True,"The abstract explicitly says the replication is of study 1 in ""The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals,"" which matches the listed record @pohlmann2021.",identified:@pohlmann2021,False,False,[],False,False,False
10.1080/1612197x.2019.1637362,Enhanced expectancies in golf putting – a replication study with increased ecological validity,10.1016/j.psychsport.2018.10.003,Enhanced or diminished expectancies in golf putting – Which actually affects performance?,control,agrees_with_mo,['Enhanced or diminished expectancies in golf putting - which actually affects performance?'],['10.1016/j.psychsport.2018.10.003'],@ziv2018,gpt-5.4-mini,@ziv2018,"our aim was not only to replicate a previous study (Ziv, G., Ochayon, M., & Lidor, R. 2019. Enhanced or diminished expectancies in golf putting – Which actually affects performance? Psychology of Sport and Exercise, 40, 82–86)",,True,"The study explicitly states it aims to replicate the previous study by Ziv, Ochayon, and Lidor on enhanced or diminished expectancies in golf putting, whose matching title appears in the list as @ziv2018.",identified:@ziv2018,False,False,[],False,False,False
